[2025-03-09T16:43:03.483038-03:00] local.DEBUG: Linha 45 Antes set manual {"id":2,"domain":"jsadvogados.byteforge.com.br","name":"Matriz"} [] []
[2025-03-09T16:43:03.483913-03:00] local.DEBUG: Tenant iniciando manualmente:  [["jsadvogadosprev.byteforge.com.br"]] []
[2025-03-09T16:43:03.484174-03:00] local.DEBUG: Linha 51 Após set manual {"id":3,"domain":"jsadvogadosprev.byteforge.com.br","name":"Prev"} [] []
[2025-03-09T16:43:03.548206-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"titulo":"Primeiro Servi\u00e7o PREV2","area_juridica_id":"9e33645f-0b7a-4c4f-b8dc-29b8080ce6c8","descricao":{"ops":[{"insert":null}]},"uuid":"9e648767-7b1a-49fd-8f8e-7c91fe12b19f"}} | UserId: 9e336463-e717-400e-8661-243ef0b3b8d8 | UserIp: 127.0.0.1 | Trace ID: API|67cdef4785a81 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e648767-7b1a-49fd-8f8e-7c91fe12b19f | Método HTTP: PUT | Últimos Traces: [{"file":"C:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"C:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"C:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-09T20:30:34.494963-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ce249a76d57 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-09T20:44:46.352435-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ce27ee549e3 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-09T20:48:21.504138-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ce28c578340 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-09T23:06:56.273114-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ce493fd5d2f | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T05:27:19.781702-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cea267bc42d | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T06:03:01.815621-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ceaac52f053 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T07:06:11.667043-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67ceb993a0cbb | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:13:33.340357-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf39dd5117e | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:14:03.395139-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf39fb5ef73 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:16:28.515356-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf3a8c7b926 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:17:01.664332-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf3aada07ad | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:20:34.226348-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf3b823537e | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:23:44.612651-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf3c4091baf | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
[2025-03-10T16:24:20.750863-03:00] byteforge_app_log.ERROR: Mensagem: {"codigo":404,"mensagem":"O Servi\u00e7o n\u00e3o foi encontrado.","request":{"uuid":"9e5e95c9-0cb1-4b43-8832-f2478480159e"}} | UserId: e335807e-60b4-4a56-b590-9b83c433416b | UserIp: 127.0.0.1 | Trace ID: API|67cf3c64b4263 | URL: http://jsadvogados.byteforge.com.br/api/adv/servico/9e5e95c9-0cb1-4b43-8832-f2478480159e | Método HTTP: GET | Últimos Traces: [{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Helpers\\LogHelper.php","line":38},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Traits\\ServiceLogTrait.php","line":31},{"file":"E:\\Desenvolvimento\\js-advogados\\app\\app\\Services\\Service.php","line":224}] [] []
